id,display_name,internal_name,sku,category,supplier_name,location,unit,base_weight,trim_percentage,cost_per_unit,stock,allergen_tags,benefits,is_active
d0280fcd-4b50-4862-8ce7-f160882cb517,Green Onions,Green Onions,2343116,Fresh,GFS - 003,Fridge (produce Rack) - 016,Kgs,3.63,0,22.5069,1.0411,,,True
58225d70-b3a9-4b8c-9839-12d086127f19,Green Zucchini,Green Zucchini,1278231,Fresh,Pratt's - 007,Fridge (veg Rack) - 018,Kgs,9.53,0,3.942288,0,,,True
3083f82f-7f97-4e55-bf2e-6beb128e794c,Jumbo Carrots,Jumbo Carrots,511865,Fresh,Pratt's - 007,Fridge (produce Rack) - 016,Kgs,22.68,0,2.6795,0,,,True
e422d4d0-8541-465d-b2fc-f54f9b2c5ed6,Jumbo Yam,Jumbo Yam,163147,Fresh,Pratt's - 007,Fridge (produce Rack) - 016,Kgs,18.14,0,4.0546,0,,,True
21015afa-c1bb-4d7c-aadb-4d83b00a0885,Lime Juice,Lime Juice,EBD-110,Fresh,GFS - 003,Fridge (liquid Ingredients) - 015,Kgs,1.89,0,9.5026,0,,,True
65a9560a-1c17-41fd-9429-ad6493bbe6ea,Liquid Egg Whites,Liquid Egg Whites,1248549,Fresh,Pratt's - 007,No Category - 020,Kgs,12,0,6.0833,10.0289,,,True
7c522914-8e55-403b-9b13-693a74928735,Miniature Cucumbers,Miniature Cucumbers,1211458,Fresh,GFS - 003,Fridge (produce Rack) - 016,Kgs,4.54,0,9.8414,0,,,True
444999a9-ddcc-4a4a-9f90-a2931b4582fd,Napa Cabbage,Napa Cabbage,1288962,Fresh,GFS - 003,Fridge (produce Rack) - 016,Kgs,14.21,0,4.3955,0,,,True
6e06aeec-a34e-4959-93b0-ab79253d6d1e,Pickled Ginger,Pickled Ginger,EBD-331,Fresh,Wholesale Club  - 014,Fridge (condiment Shelf) - 013,Kgs,7.5,0,6.3987,0,,,True
acb2650a-fe96-4223-852d-fa51295a0747,Pre-Shredded Kale,Pre-Shredded Kale,1243216,Fresh,GFS - 003,Fridge (produce Rack) - 016,Kgs,2.72,0,11.9632,0,,,True
7eb5538a-e99b-4980-bc00-166aa164e1e1,President Crumbled Dairy Feta,President Crumbled Dairy Feta,1354946,Fresh,GFS - 003,No Category - 020,Kgs,3,0,23.34,0,,,True
0fd7bebb-d4dd-4b81-959b-93f2b60252ca,Ready-Set-Serve Parsley,Ready-Set-Serve Parsley,1282605,Fresh,GFS - 003,Fridge (produce Rack) - 016,Kgs,1.82,0,23.3846,0,,,True
a2465c38-b1d3-40f5-b69d-dbd5cec73439,Red Bell Peppers,Red Bell Peppers,1218810,Fresh,Pratt's - 007,Fridge (produce Rack) - 016,Kgs,11.34,0,5.2901,0,,,True
32812371-18e4-428d-a234-06857e5f1e00,Red Onions,Red Onions,131102,Fresh,Pratt's - 007,Fridge (produce Rack) - 016,Kgs,11.34,0,3.2619,0,,,True
ff737213-742f-41d6-8277-78dec69739e9,Red Wine Vinegar,Red Wine Vinegar,9643805,Fresh,GFS - 003,Fridge,Kgs,10,0,2.428,0,,,True
42fe786e-7d0b-4313-9221-2ff13dbf01d2,Roma Tomatoes,Roma Tomatoes,1184405,Fresh,Pratt's - 007,Fridge (veg Rack) - 018,Kgs,11.3,0,7.6965,0,,,True
fe1d42a2-1e4b-4f9b-a822-6228d6741817,Russet Potatoes,Russet Potatoes,1010005,Fresh,Pratt's - 007,Fridge (produce Rack) - 016,Kgs,22.68,0,1.1623,0,,,True
579cbbc3-0072-4950-aa22-07d69db9e722,Shredded Mozzarella Cheese + Edam,Shredded Mozzarella Cheese + Edam,1203020,Fresh,GFS - 003,No Category - 020,Kgs,4.54,0,13.2159,0,,,True
822fba85-6bf6-4ff1-9b01-99c864dd2b73,Shredded Nacho Cheese Blend,Shredded Nacho Cheese Blend,1203023,Fresh,GFS - 003,No Category - 020,Kgs,4.54,0,12.8436,0,,,True
269efb10-5a46-4878-a403-f93bcbf09737,Shredded Parmesan Cheese,Shredded Parmesan Cheese,1004751,Fresh,GFS - 003,No Category - 020,Kgs,4,0,16.25,0,,,True
57a1bc7b-b71a-4fc9-aaa7-6db913e81223,Sliced Mild Cheddar Cheese,Sliced Mild Cheddar Cheese,1444920,Fresh,GFS - 003,No Category - 020,each,432,0,0.2755,69,,,True
58201e7e-3c98-4d5c-8145-81e2a257b796,Sliced Swiss Cheese,Sliced Swiss Cheese,EBD-2340,Fresh,GFS - 003,Fridge,each,216,0,0.3202,988,,,True
f81c108c-896c-4e8a-b835-4fd067ac6bdc,Spring Mix,Spring Mix,1376005,Fresh,GFS - 003,Fridge (produce Rack) - 016,Kgs,5.4,0,9.7722,0,,,True
8bf6ab0a-8c17-457f-9cb8-fd2b2d24554d,Sugar Snap Peas,Sugar Snap Peas,1334181,Fresh,GFS - 003,Fridge (produce Rack) - 016,Kgs,4.54,0,12.9956,0,,,True
f33b4ec4-7bd2-4ae6-b02c-83f5f5a002f8,Thai Basil,Thai Basil,1157900,Fresh,GFS - 003,No Category - 020,Kgs,0.45,0,37.7778,998.5523,,,True
c5eff542-5e17-40ee-9f8e-cef085f5f0a1,Vegan Butter,Vegan Butter,EBD-1677,Fresh,Wholesale Club  - 014,Fridge (feta Shelf) - 014,Kgs,0.45,0,8.4222,0,,,True
ce732bbb-de34-49ec-a682-96c5e1564ede,Whole Broccoli,Whole Broccoli,1571205,Fresh,Pratt's - 007,Fridge (produce Rack) - 016,Kgs,9.07,0,4.7619,0,,,True
f2a28710-72f8-4e37-8d3c-6a3ee27c5702,Whole Cauliflower,Whole Cauliflower,EBD-91,Fresh,Pratt's - 007,Fridge,Kgs,12.2,0,7.7107,0,,,True
cebf8455-cb97-4ed0-aa95-2d914412ffb1,Whole Celery,Whole Celery,1602005,Fresh,GFS - 003,Fridge (produce Rack) - 016,Kgs,18.14,0,3.3445,0,,,True
65c33f97-6be5-4487-a308-74b3e083c998,Whole Dill Pickles,Whole Dill Pickles,9829805,Fresh,GFS - 003,Fridge (condiment Shelf) - 013,Kgs,20,0,1.1795,983.9617,,,True
834f0033-9804-42a8-913e-4550cbe54315,Whole Green Cabbage,Whole Green Cabbage,149500,Fresh,Pratt's - 007,Fridge (produce Rack) - 016,Kgs,22.6,0,1.681416,0,,,True
0f8c3b12-a91f-4a74-a026-61d665be021d,Whole Red Beets,Whole Red Beets,1066805,Fresh,GFS - 003,Fridge (produce Rack) - 016,Kgs,11.4,0,2.8605,90,,,True
bdd35a1f-ef59-45db-8ae2-394565970351,Whole Red Cabbage,Whole Red Cabbage,511782,Fresh,Pratt's - 007,Fridge (produce Rack) - 016,Kgs,22.68,0,2.1332,0,,,True
00eb2df2-3288-4ca8-bfc9-3357f91e03fa,Yamaku White Miso,Yamaku White Miso,1454035,Fresh,GFS - 003,Fridge (condiment Shelf) - 013,Kgs,12,0,8.3433,2.0255,,,True
1a8c3929-1879-42ba-83fb-11dfb6d8b0b5,Yellow Onion,Yellow Onion,457549,Fresh,Pratt's - 007,Fridge (produce Rack) - 016,Kgs,22,0,1.4995,0,,,True
4d08cbc7-51de-44ef-bb11-e8682a57cae9,Yellow Peppers,Yellow Peppers,1294436,Fresh,GFS - 003,(old) Vegetables - 004,Kgs,4.99,0,12.515,0,,,True
74af5217-4f89-4e05-90dd-0025d2b7fa79,Yellow Potato,Yellow Potato,195073,Fresh,Pratt's - 007,Fridge (produce Rack) - 016,Kgs,22.67,0,1.5677,0,,,True
b3429753-cebe-4845-a557-ab38d7cf95b7,10 inch Dempster's White Tortilla,10 inch Dempster's White Tortilla,EBD-1651,Frozen,Costco - 001,Nuts / Seeds Shelf - 021,each,36,0,0.2778,0,,,True
7563ea09-6e6f-401b-9033-1a6e1b0519bc,10In Whole Wheat Flour Tortilla Wraps,10In Whole Wheat Flour Tortilla Wraps,1359935,Frozen,GFS - 003,No Category - 020,each,144,0,0.4184,319,,,True
4107c0c4-520a-422d-9dde-815e87a59b98,4oz Boneless Skinless Seasoned Chicken Breasts,4oz Boneless Skinless Seasoned Chicken Breasts,1346413,Frozen,GFS - 003,No Category - 020,Kgs,4,0,16.2725,0,,,True
59e9dc6e-9061-4675-90e9-183b6172d8b8,4oz Chuck Beef Burger Patties,4oz Chuck Beef Burger Patties,5746138,Frozen,GFS - 003,Freezer,each,42,0,2.7514,0,,,True
194e6555-3fc7-4457-8120-8a6b78aa57f5,4oz Salmon,4oz Salmon,3251405,Frozen,GFS - 003,Freezer - 010,each,40,0,2.75,0,,,True
a548737f-07a6-4cb7-8969-9ce416828672,ACE Brioche Burger Buns,ACE Brioche Burger Buns,1475417,Frozen,GFS - 003,No Category - 020,each,72,0,0.6944,76,,,True
7648f603-d746-4cc0-8925-274b53726476,Bacon Crumble,Bacon Crumble,EBD-2324,Frozen,GFS - 003,Freezer - 010,Kgs,4,0,16,2.325,,,True
7de0c547-a569-41b3-89d6-cbda72b61975,Cannelloni,Cannelloni,1299816,Frozen,GFS - 003,No Category - 020,each,60,0,1.2,0,,,True
ac1e28d8-0be1-4ad9-817a-e6521e2cc79c,Egg Solutions Bacon Cheddar Egg Bites,Egg Solutions Bacon Cheddar Egg Bites,1441636,Frozen,GFS - 003,No Category - 020,each,96,0,0.9725,0,,,True
aacde53f-31a9-4a43-9948-0ffefcada04b,Egg Solutions Spinach & Red Pepper Egg Bites,Egg Solutions Spinach & Red Pepper Egg Bites,1409167,Frozen,GFS - 003,No Category - 020,each,96,0,0.8542,0,,,True
a3172008-59d3-4ea4-8701-8a7e866713a8,Eggplant,Eggplant,1243652,Frozen,Pratt's - 007,Fridge (produce Rack) - 016,Kgs,24,0,2.664583,0,,,True
34349700-b4d6-466a-9949-957bb7554225,Extra Lean Ground Turkey,Extra Lean Ground Turkey,1190000,Frozen,Pratt's - 007,Freezer - 010,Kgs,4.54,0,9.8546,0,,,True
01ad6ec9-ede2-4956-8e77-23c650bccfeb,Fresh Galangal,Fresh Galangal,EBD-103,Frozen,T & T - 013,Freezer (veg Shelf) - 012,Kgs,0.1,0,0,0,,,True
c0d52777-c0a5-4309-bac3-54ca9fe00ca6,Fresh Ginger Root,Fresh Ginger Root,1353443,Frozen,GFS - 003,Fridge (produce Rack) - 016,Kgs,13.61,0,7.7142,9.6478,,,True
96a19bed-2957-4efd-9bd8-44458b6b95d0,Fresh Whole Jalapeno,Fresh Whole Jalapeno,1233273,Frozen,GFS - 003,Fridge (veg Rack) - 018,Kgs,4.54,0,7.6278,0,,,True
2d578a05-52d1-424d-a038-878c512a70b3,Frozen Carolina BBQ Sauce,Frozen Carolina BBQ Sauce,EBD-2503,Frozen,n / a - 006,No Category - 020,Kgs,0.51,0,5.1765,0,,,True
c71049ed-8351-400b-b73c-566cfbc1a502,Frozen Corn Nibblets (No Name Brand),Frozen Corn Nibblets (No Name Brand),EBD-138,Frozen,Wholesale Club  - 014,Freezer (veg Shelf) - 012,Kgs,2,0,2.995,0,,,True
fcd28199-06a2-41c8-8426-91a7d236244f,Frozen Diced Carrot,Frozen Diced Carrot,7080626,Frozen,GFS - 003,Freezer (veg Shelf) - 012,Kgs,12,0,4.0792,0,,,True
04ffcacf-a84e-4109-bb72-6cda71b01156,Frozen Diced Green Beans (No Name),Frozen Diced Green Beans (No Name),EBD-30,Frozen,Wholesale Club  - 014,Freezer (veg Shelf) - 012,Kgs,0.75,0,3.32,4.8246,,,True
6fd23bd4-7495-472b-b2c1-5b87cc64d2c6,Frozen Lime Leaves,Frozen Lime Leaves,EBD-104,Frozen,T & T - 013,Freezer (veg Shelf) - 012,g,1,0,0,0,,,True
30210388-e33b-4d6f-b200-94c826e67d22,Frozen Minced Lemongrass,Frozen Minced Lemongrass,EBD-99,Frozen,T & T - 013,Freezer (veg Shelf) - 012,Kgs,0.1,0,0,1.5853,,,True
eff7e998-400c-4598-b7f2-258b5518ecb5,Frozen Peas (No Name),Frozen Peas (No Name),EBD-160,Frozen,Wholesale Club  - 014,Freezer (veg Shelf) - 012,Kgs,2,0,2.995,0,,,True
76e38842-2950-4be9-ac00-2db964addcd5,Gordon Choice 4oz Sliced Philly Beef Steaks,Gordon Choice 4oz Sliced Philly Beef Steaks,7670856,Frozen,GFS - 003,No Category - 020,Kgs,4.5,0,18.8889,15.1492,,,True
e0eb9336-04e5-4f0d-8148-1d8352ad720a,Gordon Choice Fried Patty Eggs,Gordon Choice Fried Patty Eggs,1353548,Frozen,GFS - 003,No Category - 020,each,180,0,0.6333,96,,,True
6ee7124c-7376-4eb7-b64d-e842dabbf991,Gordon Choice Plain Omelettes,Gordon Choice Plain Omelettes,1353545,Frozen,GFS - 003,Freezer - 010,Kgs,6.8,0,16.2265,0,,,True
b986b6f1-3d79-46e9-b342-0088d029623d,Gordon Choice Plant Based Meatballs,Gordon Choice Plant Based Meatballs,EBD-2941,Frozen,GFS - 003,Freezer,Kgs,4.54,0,18.141,0,,,True
fd274232-319f-4082-993c-5f3079371fa4,"Gordon Signature Vegetable Medley Dim Sum, Vegan","Gordon Signature Vegetable Medley Dim Sum, Vegan",1328361,Frozen,GFS - 003,No Category - 020,each,120,0,0.4,0,,,True
33ea3283-6a32-40f6-88d2-50131eefeeb7,"Intercity Custom Meats 1In Diced Beef, Individually Vacuum Packd, Retail Ready, Frozen","Intercity Custom Meats 1In Diced Beef, Individually Vacuum Packd, Retail Ready, Frozen",1429177,Frozen,GFS - 003,No Category - 020,Kgs,4.54,0,18.7621,0,,,True
a3a67e8a-dcae-474b-9b60-1af6bd450f6b,Jimmy Dean Pork Sausage Patties,Jimmy Dean Pork Sausage Patties,1329725,Frozen,GFS - 003,No Category - 020,each,106,0,0.5664,22,,,True
a982bcc6-40bd-4999-ae71-85663e1eea78,"Kapow Mini Vegetable Samosas, Appetizer","Kapow Mini Vegetable Samosas, Appetizer",1432213,Frozen,GFS - 003,No Category - 020,each,90,0,0.5223,0,,,True
4dbfafce-c2ab-48e6-8df1-441f7a8475f9,Lean Ground Beef,Lean Ground Beef,8360405,Frozen,Pratt's - 007,No Category - 020,Kgs,5,0,19.144,0,,,True
52e11fc3-1e5b-4908-a0dc-be80f2a0160d,Maple Leaf Raw Scratch Meat Chorizo,Maple Leaf Raw Scratch Meat Chorizo,1349379,Frozen,GFS - 003,Freezer - 010,Kgs,4.8,0,17.8188,5.9161,,,True
3e9e2430-db45-4c68-85c5-dc7716d1eeeb,Mini Tofu Puffs,Mini Tofu Puffs,ING-1309,Frozen,DSI - 002,Fridge (tofu Rack) - 017,Kgs,2.8,0,12.8571,0,,,True
b1982fe8-e182-433c-b7b0-35133e8a5e09,Mini Tofu Puffs - 2.3kg/case.,Mini Tofu Puffs - 2.3kg/case.,EBD-1309,Frozen,DSI,Fridge/Freezer,Kgs,0.4,0,7,0,,,True
bd8fb21a-ebcc-4fb0-9f95-1df59817577f,Moov Frozen Organic Mango Chunks,Moov Frozen Organic Mango Chunks,EBD-955,Frozen,Costco - 001,Freezer (fruit Shelf) - 011,Kgs,2,0,5.845,994.7371,,,True
fdae5f75-3a9a-4bc8-abd8-fecc0b8632e8,"Peeled Bean Edamame, Frozen","Peeled Bean Edamame, Frozen",3242005,Frozen,GFS - 003,Freezer (veg Shelf) - 012,Kgs,10,0,5.872,1.9649,,,True
dad95174-b455-488e-a11c-69965a8da1ad,"Pitas Inc, Falafal Patties","Pitas Inc, Falafal Patties",EBD-1800,Frozen,GFS - 003,Freezer - 010,Kgs,8.4,0,7.806,0,,,True
f3e2a091-37ee-4530-93c0-5e647b69da31,Pork Butt,Pork Butt,1359579,Frozen,GFS - 003,No Category - 020,Kgs,1,0,8.7,0,,,True
fe407e3d-d88d-4b57-8938-9b83d97bd173,Pre-Sliced Mushroom,Pre-Sliced Mushroom,1326115,Frozen,Pratt's - 007,Fridge (produce Rack) - 016,Kgs,4.54,0,8.1476,0,,,True
8193ea5c-30a0-4eb7-9e96-424e14e18c5c,Shallots,Shallots,1417352,Frozen,GFS - 003,Fridge (condiment Shelf) - 013,Kgs,2.27,0,14.163,0,,,True
de54dbbb-4ede-4585-85e6-056daa148ac5,Shrimp,Shrimp,1163169,Frozen,GFS - 003,No Category - 020,Kgs,4.54,0,19.7996,0,,,True
aa650a47-7e36-453c-ad1a-dbc7d9bec787,"Sliced Ciabatta, 3x7In, Thaw and Serve (110g)","Sliced Ciabatta, 3x7In, Thaw and Serve (110g)",1384253,Frozen,GFS - 003,No Category - 020,each,75,0,0.6497,0,,,True
90cfd74d-9029-4217-84a3-cafe7ee15f9f,Spolumbo's Chicken Apple Sausages,Spolumbo's Chicken Apple Sausages,1147955,Frozen,GFS - 003,No Category - 020,each,157,0,0.6561,258,,,True
a0a15553-e385-4e42-bb40-5da66e65c03f,Tavolini Italian Meatballs 2oz,Tavolini Italian Meatballs 2oz,5388405,Frozen,GFS - 003,No Category - 020,each,80,0,0.8561,0,,,True
f1c46f0e-1c66-4236-8299-7cdb84376ed2,Three Berry Blend (Frozen Berries),Three Berry Blend (Frozen Berries),EBD-990,Frozen,Costco - 001,Freezer (fruit Shelf) - 011,Kgs,2,0,7,990.8882,,,True
fdbdacdf-3212-421c-9c85-760a9771908c,Turkey Bacon,Turkey Bacon,7451805,Frozen,GFS - 003,No Category - 020,Kgs,5,0,11.166,1.4163,,,True
57a5dc89-83c4-45ad-acf4-00ca95a0b080,Whole Frozen Green Bean,Whole Frozen Green Bean,1051716,Frozen,GFS - 003,Freezer (veg Shelf) - 012,Kgs,10,0,6.737,0,,,True
c1fa38a3-66e6-45dc-873c-27afc6c063f7,5 spice,5 spice,EBD-505,Pantry,Wholesale Club  - 014,Spice Shelf - 028,Kgs,0.1,0,125,1.0541,,,True
d2759aee-8c47-40a1-8ae4-85468df830d3,Apple Cider Vinegar,Apple Cider Vinegar,1179807,Pantry,GFS - 003,Oils / Vinegars Shelf - 022,Kgs,10,0,2.466,2.6627,,,True
dbcb6a90-4f8a-4aab-b2a2-d5a280faa1a3,Apple Juice,Apple Juice,EBD-779,Pantry,Wholesale Club  - 014,Seasonings / Condiment Shelf - 026,Kgs,12,0,1.1658,0,,,True
d2fe888e-841a-44b9-bb9e-e3eed2f61307,Aquafaba Powder,Aquafaba Powder,1101,Pantry,Wholesale Club  - 014,No Category - 020,Kgs,1,0,165,1.5967,,,True
c2b5e657-64c7-4075-9d84-53febf16def3,Astra Fire Roasted Salsa,Astra Fire Roasted Salsa,EBD-2443,Pantry,GFS - 003,Dry Storage,Kgs,12,0,7.7533,0,,,True
4668ed11-8f6c-410c-ac6e-5180253a1772,Baking Soda,Baking Soda,EBD-693,Pantry,Wholesale Club  - 014,Baking / Liquids Shelf - 005,Kgs,2,0,2.745,0,,,True
0a29d911-2e1f-431f-853a-8751769904a4,Balsamic Vinegar,Balsamic Vinegar,8480805,Pantry,GFS - 003,Oils / Vinegars Shelf - 022,Kgs,10,0,5.867,4.2199,,,True
a30ec357-f6f4-4219-bcd4-77d13f6b1800,Basil Dried,Basil Dried,EBD-804,Pantry,Wholesale Club  - 014,(old) Herbs - 002,Kgs,0.17,0,17.5882,0,,,True
1e0c1522-79d6-4545-89d5-1c1f5de08307,Basmati Rice,Basmati Rice,EBD-49,Pantry,Wholesale Club  - 014,Starches / Gf Shelf - 029,Kgs,18.1,0,3.0934,11.2172,,,True
06510d5a-2220-4bd7-b779-6f5f3389fb6a,Bay Leaves,Bay Leaves,EBD-87,Pantry,Wholesale Club  - 014,Undertable (Whiteboard side),each,2500,0,0.0026,0,,,True
e98dfcbe-fc9b-427f-93c2-fe738b416afb,Black Chia Seeds,Black Chia Seeds,EBD-951,Pantry,Tootsi - 009,Dry Strage Shelf - 030,Kgs,25,1,7.2096,997.4578,,,True
2e75ac37-5428-4aec-a8be-bf1f4e190089,Black Pepper,Black Pepper,EBD-148,Pantry,Wholesale Club  - 014,Misc Bulk Shelf - 019,Kgs,4.54,0,6.6057,1.0279,,,True
3955e356-9c42-48f1-ab69-bf5e910d3d28,Black Sesame Seeds,Black Sesame Seeds,EBD-3,Pantry,Tootsi - 009,Dry Strage Shelf - 030,Kgs,22.68,0,5.6437,18.1237,,,True
d6fab908-9a71-4e13-9923-820f93b6d1f9,Brown Rice,Brown Rice,EBD-289,Pantry,Wholesale Club  - 014,Starches / Gf Shelf - 029,Kgs,8,0,2.9987,0,,,True
e1611b5c-2353-45f5-992e-50e17b293f4b,Butler's Soy Curls,Butler's Soy Curls,EBD-410,Pantry,Vegan Supply - 010,Dried Fruit / Baking Supply Shelf - 008,Kgs,5.43,0,20.0737,169.3757,,,True
a28fb923-f168-45aa-b274-6ed22d0d8607,Cane Sugar,Cane Sugar,EBD-67,Pantry,Tootsi - 009,Dried Fruit / Baking Supply Shelf - 008,Kgs,25,0,2.5172,225.726,,,True
b4f15b68-a0dd-40fc-a52d-776fca7cac76,Canned Black Beans Not Strained,Canned Black Beans Not Strained,1218874,Pantry,GFS - 003,Dry Storage (cases) - 009,Kgs,17.04,0,2.6567,0,,,True
40607d99-82cc-4e36-9663-57e8d06a162d,Canned Chickpea,Canned Chickpea,1404491,Pantry,GFS - 003,Canned Veg Shelf - 007,Kgs,17.04,0,2.5464,14.1667,,,True
d9e86588-e633-494b-8f6b-0240e1be60d9,Canned Chipotle Peppers,Canned Chipotle Peppers,9312405,Pantry,GFS - 003,Canned Veg Shelf - 007,Kgs,0.34,0,23.5,2.1198,,,True
6943bd10-7350-4455-afcf-898e6121ee39,Canned Cut Baby Corn,Canned Cut Baby Corn,EBD-176,Pantry,Wholesale Club  - 014,Dry Storage (cases) - 009,Kgs,1.8,0,6.6667,0,,,True
bfb168d2-dbbf-4d08-97fd-03dfe7fe73ae,Canned Fire Roasted Diced Tomato(GFS Brand),Canned Fire Roasted Diced Tomato(GFS Brand),EBD-1465,Pantry,GFS - 003,Canned Veg Shelf - 007,Kgs,17.04,0,5.4448,0,,,True
42fa9e99-55c3-496f-8c01-633392659b24,Canned Kidney Bean,Canned Kidney Bean,EBD-420,Pantry,GFS - 003,Misc,Kgs,17,0,3.1529,0,,,True
11bd126f-80d0-476f-9c26-e8ab45cae3df,Canned Kosa Coconut Milk,Canned Kosa Coconut Milk,105882,Pantry,Pratt's - 007,Canned Veg Shelf - 007,Kgs,17,0,3.764706,59.5837,,,True
eb596961-f462-46cb-96c5-b81e7ada6bfa,Canned Mandarin Oranges,Canned Mandarin Oranges,2018938,Pantry,GFS - 003,Dry Storage (cases) - 009,Kgs,17.04,0,4.4032,0,,,True
3f0645f8-9e2b-471c-939e-0e5d0fe1e9ff,Canned Roasted Red Peppers,Canned Roasted Red Peppers,EBD-T002,Pantry,,,Kgs,10.2,0,8.342157,0,,,True
02a4bad3-9350-4303-bfaf-b291e85e160c,Canned Tomatillos,Canned Tomatillos,EBD-2160,Pantry,La Molienda Foods Inc - 005,No Category - 020,Kgs,16.8,0,4.2262,0,,,True
5b03c901-8ca0-4216-a7ef-9e88c2d0ce7e,Canola Oil,Canola Oil,EBD-44,Pantry,Wholesale Club  - 014,Baking / Liquids Shelf - 005,Kgs,16,0,2.5431,12.8142,,,True
0f747e4e-11cc-4755-a78d-6f44e57d71ce,Capers,Capers,1026952,Pantry,GFS - 003,Sauces / Jar Veg Shelf - 025,Kgs,4.5,0,13.6778,0,,,True
333d0230-9ed4-4acf-ac84-78884e2623a0,Cashew Butter (Tootsi),Cashew Butter (Tootsi),EBD-1814,Pantry,Tootsi - 009,Misc Bulk Shelf - 019,Kgs,22.1,0,5.4977,90.3935,,,True
a3c7116f-0672-4f78-939f-ec8cb251c61d,Cashew Butts (Tootsi),Cashew Butts (Tootsi),EBD-179,Pantry,Tootsi - 009,Nuts / Seeds Shelf - 021,Kgs,22.68,0,7.1869,0,,,True
20577960-ae37-431b-b783-b7443c4a7872,Cayenne Powder,Cayenne Powder,EBD-155,Pantry,Wholesale Club  - 014,Spice Shelf - 028,Kgs,0.5,0,13.58,1.3521,,,True
c9917f48-f360-4cf8-abed-41405e56b7bf,Celery Seed,Celery Seed,EBD-1148,Pantry,Wholesale Club  - 014,Spice Shelf - 028,Kgs,0.4,0,12.475,2.4524,,,True
f8526cfc-ff7c-418f-9d98-36a7cd036725,Chili Flakes,Chili Flakes,EBD-145,Pantry,Wholesale Club  - 014,Spice Shelf - 028,Kgs,0.5,0,11.98,0,,,True
4020e9bc-5acf-4b33-b5e0-4172c9bbe4cd,Cinnamon Stick,Cinnamon Stick,EBD-1333,Pantry,Wholesale Club  - 014,No Category - 020,each,100,0,0.0399,0,,,True
c55bbf19-8098-4429-97b1-838aae77d831,Club House -Montreal Chicken Seasoning (675 g),Club House -Montreal Chicken Seasoning (675 g),EBD-2442,Pantry,Wholesale Club  - 014,No Category - 020,Kgs,0.68,0,13.2206,1.0483,,,True
1164ec40-55b4-496f-ad75-b378b183ff9e,"Club House, Italiano, Signature Blends","Club House, Italiano, Signature Blends",EBD-1369,Pantry,Wholesale Club  - 014,Seasonings / Condiment Shelf - 026,Kgs,0.51,0,28.4118,13.0562,,,True
bfe21bba-3a51-4b89-9b3a-a5c25ecc8b12,Clubhouse Greek Spice Blend,Clubhouse Greek Spice Blend,EBD-318,Pantry,Wholesale Club  - 014,Seasonings / Condiment Shelf - 026,Kgs,0.51,0,23.5098,4.0898,,,True
2a811d04-40f9-4327-955d-d0be8b96dab9,Clubhouse Italian Seasoning,Clubhouse Italian Seasoning,EBD-1338,Pantry,Wholesale Club  - 014,Seasonings / Condiment Shelf - 026,Kgs,0.51,0,23.5098,13.0752,,,True
93de1d1c-5b93-455f-b500-87e94c3d6219,Cock Brand Concentrate Tamarind,Cock Brand Concentrate Tamarind,1414794,Pantry,GFS - 003,Misc Bulk Shelf - 019,Kgs,0.4,0,9.975,998.7327,,,True
6164f9b8-6d44-4c77-be87-edcdaf68f39b,Cocoa Powder,Cocoa Powder,EBD-284,Pantry,Tootsi - 009,Dry Strage Shelf - 030,Kgs,25,0,8.12,0,,,True
3ef7e3df-61c6-4c28-8690-3752494fedd0,Coconut Smiles,Coconut Smiles,EBD-1058,Pantry,Tootsi - 009,Nuts / Seeds Shelf - 021,Kgs,10.21,0,11.1655,9.6879,,,True
2abc7ee5-9fc9-49b1-aff4-a935ae4059cc,Coconut Sugar,Coconut Sugar,EBD-68,Pantry,Tootsi - 009,Dried Fruit / Baking Supply Shelf - 008,Kgs,1.8,0,7.1056,212.804,,,True
673b17d7-6945-4469-8387-d0c0465ad1cf,Coriander Seed,Coriander Seed,EBD-96,Pantry,Wholesale Club  - 014,Oils / Vinegars Shelf - 022,Kgs,0.1,0,0,0,,,True
f387ecc4-aedf-4708-9a8c-4c841332d35e,Cornstarch,Cornstarch,1267029,Pantry,GFS - 003,Dry Strage Shelf - 030,Kgs,22.68,0,2.7381,21.4772,,,True
317e3893-953a-4120-8dc6-970f9a0e4786,Couscous,Couscous,1230024,Pantry,GFS - 003,Misc Bulk Shelf - 019,Kgs,10,0,3.059,0,,,True
d1b79dc4-8587-4436-b253-6973f7cf1576,Cumin Seeds,Cumin Seeds,EBD-380,Pantry,Wholesale Club  - 014,Spice Shelf - 028,Kgs,4.55,0,9.8879,0,,,True
d0a98035-708f-4340-9b20-9a816dbf8fee,"Dabur, Indian Mustard Oil","Dabur, Indian Mustard Oil",EBD-2646,Pantry,Wholesale Club  - 014,No Category - 020,Kgs,0.93,0,12.3548,0,,,True
b15cd326-3400-4a7a-a313-b7a1d8cc913d,Date Paste,Date Paste,EBD-1869,Pantry,Tootsi - 009,Dried Fruit / Baking Supply Shelf - 008,Kgs,12.5,0,9.1496,62.5,,,True
e80c15e7-c991-4fbf-b7ae-354288fb8c15,Dehydrated Diced Mango,Dehydrated Diced Mango,EBD-1056,Pantry,Tootsi - 009,Dried Fruit / Baking Supply Shelf - 008,Kgs,20,0,7.75,25.31,,,True
